text,label
"['fcc', 'five', 'members', 'link', 'requires', 'radio', 'stations', 'apply', 'licenses', 'granted', 'stations', 'follow', 'rules', 'limiting', 'advertising', 'providing', 'public', 'forum', 'discussion', 'serving', 'local', 'minority', 'communities']",0
"['fcc', 'also', 'maintains', 'indecency', 'regulations', 'television', 'radio', 'broadcasters', 'limit', 'indecent', 'material', 'keep', 'public', 'airwaves', 'free', 'obscene', 'material', '“', 'obscenity', 'indecency', 'profanity', '”', 'fcc', 'https', '//wwwfccgov/encyclopedia/obscenity-indecency-and-profanity', 'september', '10', '2015']",0
"['supreme', 'court', 'declined', 'define', 'obscenity', 'identified', 'using', 'test', 'outlined', 'miller', 'v', 'california', '1973', 'miller', 'v', 'california', '413', 'us', '15', '1973']",0
"['miller', 'test', 'obscenity', 'something', 'appeals', 'deviants', 'breaks', 'local', 'state', 'laws', 'lacks', 'value', '“', 'obscenity', '”', 'legal', 'information', 'institute', 'cornell', 'university', 'https', '//wwwlawcornelledu/wex/obscenity', 'november', '29', '2015']",0
"['supreme', 'court', 'determined', 'presence', 'children', 'audience', 'trumped', 'right', 'broadcasters', 'air', 'obscene', 'profane', 'programming']",0
"['however', 'broadcasters', 'show', 'indecent', 'programming', 'air', 'profane', 'language', 'hours', '10', 'pm', '6', 'am', '“', 'consumer', 'help', 'center', 'obscene', 'indecent', 'profane', 'broadcasts', '”', 'fcc', 'https', '//consumercomplaintsfccgov/hc/en-us/articles/202731600-obscene-indecent-and-profane-broadcasts', 'september', '10', '2015']",0
"['press', 'assistance', 'performing', 'muckraking', 'duty']",0
"['laws', 'mandate', 'federal', 'many', 'state', 'government', 'proceedings', 'meeting', 'documents', 'made', 'available', 'public', 'called', 'sunshine', 'laws']",1
"['proponents', 'believe', 'open', 'disagreements', 'allow', 'democracy', 'flourish', 'darkness', 'allows', 'corruption', 'occur']",0
"['cover', 'war', 'close', 'journalists', 'asking', 'travel', 'troops', 'armed', 'conflict']",0
"['2003', 'george', 'w', 'bush', '’', 'administration', 'decided', 'allow', 'journalists', 'field', 'hoping', 'concession', 'would', 'reduce', 'friction', 'military', 'press']",0
"['us', 'department', 'defense', 'placed', 'fifty', '-', 'eight', 'journalists', 'media', 'boot', 'camp', 'prepare', 'embedded', 'military', 'regiments', 'iraq']",0
"['information', 'eventually', 'led', 'nixon', '’', 'resignation', 'indictment', 'sixty', '-', 'nine', 'people', 'administration']",0
"['felt', 'nicknamed', '“', 'deep', 'throat', '”', 'journalists', 'kept', 'identity', 'secret', '2005bob', 'woodward', '“', 'mark', 'felt', 'became', '‘', 'deep', 'throat', '’', '”', 'washington', 'post', '20', 'june', '2005']",0
"['journalists', 'conceal', 'source', 'thereby', 'protect', 'properly', 'tried', 'crime', 'may', 'spend', 'time', 'jail', 'contempt', 'court']",0
"['case', 'branzburg', 'v', 'hayes', '1972', 'three', 'journalists', 'placed', 'contempt', 'court', 'refusing', 'divulge', 'sources', 'branzburg', 'v', 'hayes', '408', 'us', '665', '1972']",0
"['journalists', 'appealed', 'supreme', 'court']",0
"['5–4', 'decision', 'justices', 'determined', 'freedom', 'press', 'extend', 'confidentiality', 'sources']",0
['6458'],0
"['framing', 'also', 'affect', 'way', 'see', 'race', 'socioeconomics', 'generalizations']",0
"['reason', 'linked', 'priming', 'media', 'coverage', 'predisposes', 'viewer', 'reader', 'particular', 'perspective', 'subject', 'issue']",1
"['newspaper', 'article', 'focuses', 'unemployment', 'struggling', 'industries', 'jobs', 'moving', 'overseas', 'reader', 'negative', 'opinion', 'economy']",0
"['breaking', 'noise', 'presidential', 'leadership', 'public', 'opinion', 'news', 'media']",0
"['stanford', 'ca', 'stanford', 'university', 'press']",0
"['obama', 'first', 'entered', 'office', '2009', 'journalists', 'focused', 'battles', 'congress', 'critiquing', 'leadership', 'style', 'inability', 'work', 'representative', 'nancy', 'pelosi', 'speaker', 'house']",0
"['gain', 'attention', 'policies', 'specifically', 'american', 'recovery', 'reinvestment', 'act', 'arra', 'obama', 'began', 'traveling', 'united', 'states', 'draw', 'media', 'away', 'congress', 'encourage', 'discussion', 'economic', 'stimulus', 'package']",0
"['arra', 'passed', 'obama', 'began', 'travelling', 'speaking', 'locally', 'country', 'needed', 'affordable', 'care', 'act', 'guiding', 'media', 'coverage', 'promote', 'support', 'act', 'ibid']",0
"['1976', 'journalist', 'barbara', 'walters', 'became', 'first', 'female', 'coanchor', 'network', 'news', 'show', 'abc', 'evening', 'news']",1
"['met', 'great', 'hostility', 'coanchor', 'harry', 'reasoner', 'received', 'critical', 'coverage', 'press', 'barbara', 'walters', '“', 'ms']",0
"['walters', 'reflects', '”', 'vanity', 'fair', '31', 'may', '2008', 'newspaper', 'staffs', 'women', 'reported', 'fight', 'assignments', 'well', '-', 'published', 'beats', 'assigned', 'areas', 'topics', 'economy', 'politics', 'normally', 'reserved', 'male', 'journalists']",0
"['two', 'parties']",0
"['two', '-', 'party', 'system', 'came', 'structure', 'us', 'elections', 'one', 'seat', 'tied', 'geographic', 'district', 'tends', 'lead', 'dominance', 'two', 'major', 'political', 'parties']",0
"['even', 'options', 'ballot', 'voters', 'understand', 'minor', 'parties', 'real', 'chance', 'winning', 'even', 'single', 'office']",0
"['plurality', 'voting', 'commonly', 'referred', 'first', '-', 'past', '-', '-', 'post', 'based', 'principle', 'individual', 'candidate', 'votes', 'wins', 'whether', 'gains', 'majority', '51', 'percent', 'greater', 'total', 'votes', 'cast']",1
"['instance', 'abraham', 'lincoln', 'presidency', '1860', 'even', 'though', 'clearly', 'lacked', 'majority', 'support', 'given', 'number', 'candidates', 'race']",0
"['1860', 'four', 'candidates', 'competed', 'presidency', 'lincoln', 'republican', 'two', 'democrats', 'one', 'northern', 'wing', 'party', 'one', 'southern', 'wing', 'member', 'newly', 'formed', 'constitutional', 'union', 'party', 'southern', 'party', 'wished', 'prevent', 'nation', 'dividing', 'issue', 'slavery']",0
"['abandoning', 'plurality', 'voting', 'even', 'winner', '-', 'take', '-', 'election', 'kept', 'would', 'almost', 'certainly', 'increase', 'number', 'parties', 'voters', 'could', 'choose']",0
"['easiest', 'switch', 'would', 'majoritarian', 'voting', 'scheme', 'candidate', 'wins', 'enjoys', 'support', 'majority', 'voters']",1
"['candidate', 'wins', 'majority', 'first', 'round', 'voting', 'run', '-', 'election', 'held', 'among', 'top', 'contenders']",0
"['scholars', 'voting', 'behavior', 'also', 'suggested', 'least', 'three', 'characteristics', 'us', 'system', 'likely', 'influence', 'party', 'outcomes', 'electoral', 'college', 'demobilized', 'ethnicity', 'campaign', 'election', 'laws']",0
"['first', 'united', 'states', 'presidential', 'system', 'winner', 'selected', 'directly', 'popular', 'vote', 'indirectly', 'group', 'electors', 'known', 'collectively', 'electoral', 'college']",0
"['one', 'best', '-', 'known', 'party', 'realignments', 'occurred', 'democrats', 'moved', 'include', 'african', 'americans', 'minorities', 'national', 'coalition', 'great', 'depression']",0
"['civil', 'war', 'republicans', 'party', 'lincoln', 'viewed', 'party', 'freed', 'slaves']",0
"['roosevelt', 'election', 'almost', '58', 'percent', 'popular', 'vote', '472', 'electoral', 'college', 'votes', 'compared', 'incumbent', 'herbert', 'hoover', '’', '59']",0
"['1932', 'election', 'considered', 'example', 'critical', 'election', 'one', 'represents', 'sudden', 'clear', 'long', '-', 'term', 'shift', 'voter', 'allegiances']",1
"['election', 'political', 'parties', 'largely', 'identified', 'divided', 'differences', 'members', '’', 'socio', '-', 'economic', 'status']",0
"['part', 'known', 'party', 'organization']",0
"['party', 'organization', 'formal', 'structure', 'political', 'party', 'active', 'members', 'responsible', 'coordinating', 'party', 'behavior', 'supporting', 'party', 'candidates']",1
"['vital', 'component', 'successful', 'party', 'bears', 'responsibility', 'building', 'maintaining', 'party', '“', 'brand', '”', 'also', 'plays', 'key', 'role', 'helping', 'select', 'elect', 'candidates', 'public', 'office']",0
"['first', 'many', 'americans', 'especially', 'young', 'people', 'interested', 'topics', 'discussed', 'national', 'level', 'state', 'local', 'level']",0
"['according', 'john', 'green', 'ray', 'c', 'bliss', 'institute', 'applied', 'politics', '“', 'local', 'elections', 'tend', 'things', 'like', 'sewers', 'roads', 'police', 'protection', '—', 'dramatic', 'issue', '-', 'sex', 'marriage', 'global', 'warming', 'international', 'affairs', '”', 'elizabeth', 'lehman', '“', 'trend', 'shows', 'generation', 'focuses', 'mostly', 'social', 'national', 'issues', '”', 'http', '//wwwthenewsoutletorg/survey-local-millennials-more-interested-in-big-issues/', 'march', '15', '2016']",0
"['presidential', 'elections', 'behavior', 'us', 'congress', 'also', 'far', 'likely', 'make', 'news', 'broadcasts', 'activities', 'county', 'commissioners', 'national', '-', 'level', 'party', 'organization', 'mostly', 'responsible', 'coordinating', 'activities', 'participants', 'level']",0
"['national', 'party', 'fundraising', 'army', 'presidential', 'candidates', 'also', 'serves', 'key', 'role', 'trying', 'coordinate', 'direct', 'efforts', 'house', 'senate']",0
"['one', 'first', 'challenges', 'facing', 'party', '-', '-', 'government', 'party', 'identifiers', 'elected', 'appointed', 'hold', 'public', 'office', 'achieve', 'policy', 'goals']",1
"['means', 'chosen', 'meetings', 'two', 'major', 'parties', 'republican', 'meetings', 'called', 'party', 'conferences', 'democrat', 'meetings', 'called', 'party', 'caucuses']",1
"['key', 'benefits', 'like', 'committee', 'appointments', 'leadership', 'positions', 'money', 'important', 'projects', 'home', 'district', 'may', 'hinge', 'legislators', 'following', 'lead', 'party']",0
"['pressures', 'particularly', 'acute', 'majority', 'party', 'named', 'controls', 'half', 'seats', 'one', 'two', 'chambers']",1
"['speaker', 'house', 'senate', 'majority', 'leader', 'majority', 'party', '’', 'congressional', 'leaders', 'significant', 'tools', 'disposal', 'punish', 'party', 'members', 'defect', 'particular', 'vote']",0
"['first', 'decades', 'current', 'pattern', 'divided', 'government', 'threat', 'posed', 'government', 'appears', 'muted', 'high', 'degree', 'bipartisanship', 'cooperation', 'compromise']",1
"['many', 'pieces', 'legislation', 'passed', '1960s', '1970s', 'reasonably', 'high', 'levels', 'support', 'parties']",0
"['movements', 'left', 'also', 'arisen']",0
"['occupy', 'wall', 'street', 'movement', 'born', 'government', '’', 'response', 'great', 'recession', '2008', 'assistance', 'endangered', 'financial', 'institutions', 'provided', 'troubled', 'asset', 'relief', 'program', 'tarp', 'link']",0
"['occupy', 'movement', 'believed', 'recession', 'caused', 'failure', 'government', 'properly', 'regulate', 'banking', 'industry']",0
"['several', 'conflicting', 'theories', 'offered']",0
"['first', 'perhaps', 'best', 'argument', 'polarization', 'party', '-', '-', 'government', 'phenomenon', 'driven', 'decades', '-', 'long', 'sorting', 'voting', 'public', 'change', 'party', 'allegiance', 'response', 'shifts', 'party', 'position', 'morris', 'fiorina', '“', 'americans', 'become', 'politically', 'polarized', '”', 'washington', 'post', '23', 'june', '2014']",0
"['according', 'sorting', 'thesis', '1950s', 'voters', 'mostly', 'concerned', 'state', '-', 'level', 'party', 'positions', 'rather', 'national', 'party', 'concerns']",0
"['since', 'parties', 'bottom', '-', 'institutions', 'meant', 'local', 'issues', 'dominated', 'elections', 'also', 'meant', 'national', '-', 'level', 'politicians', 'typically', 'paid', 'attention', 'local', 'problems', 'national', 'party', 'politics']",0
"['common', 'many', 'states', 'practice', 'redistricting', 'redrawing', 'electoral', 'maps', 'gained', 'lost', 'seats', 'us', 'house', 'representatives']",1
"['happen', 'every', 'ten', 'years', 'result', 'constitutionally', 'mandated', 'reapportionment', 'process', 'number', 'house', 'seats', 'given', 'state', 'adjusted', 'account', 'population', 'changes']",0
"['according', 'political', 'scientist', 'nolan', 'mccarty', 'little', 'evidence', 'support', 'redistricting', 'hypothesis', 'alone']",0
"['first', 'argues', 'senate', 'become', 'polarized', 'house', 'representatives', 'people', 'vote', 'senators', 'statewide', 'basis']",0
['federalist'],0
"['itten', 'late', 'eighteenth', 'century', 'james', 'madison', 'noted', 'formation', 'self', '-', 'interested', 'groups', 'called', 'factions', 'inevitable', 'society', 'individuals', 'started', 'work', 'together', 'protect', 'government']",1
"['interest', 'groups', 'political', 'parties', 'two', 'easily', 'identified', 'forms', 'factions', 'united', 'states']",0
"['encyclopedia', 'american', 'political', 'parties', 'elections']",0
"['new', 'york', 'checkmark', 'books', '151']",0
"['anti', '-', 'federalists', 'preferred', 'confederate', 'system', 'built', 'state', 'equality', 'autonomy', 'saul', 'cornell']",0
['6518'],0
"['however', 'members', 'faction', 'quickly', 'realized', 'vested', 'interest', 'nominating', 'electing', 'president', 'shared', 'views', 'also', 'winning', 'elections']",0
"['two', 'loosely', 'affiliated', 'party', 'coalitions', 'known', 'federalists', 'democratic', '-', 'republicans', 'soon', 'emerged']",0
"['federalists', 'succeeded', 'electing', 'first', 'leader', 'john', 'adams', 'presidency', '1796', 'see', 'democratic', '-', 'republicans', 'gain', 'victory', 'thomas', 'jefferson', 'four', 'years', 'later', '1800']",0
"['andrew', 'jackson', 'popular', 'votes', 'votes', 'electoral', 'college', 'candidate']",0
"['however', 'win', 'majority', 'half', 'available', 'electoral', 'votes', 'election', 'decided', 'house', 'representatives', 'required', 'twelfth', 'amendment']",0
"['twelfth', 'amendment', 'limited', 'house', '’', 'choice', 'three', 'candidates', 'greatest', 'number', 'electoral', 'votes']",0
"['new', 'york', 'oxford', 'university', 'press', '330', '-', '34']",0
"['many', 'positions', 'given', 'party', 'bosses', 'friends']",0
"['men', 'leaders', 'political', 'machines', 'organizations', 'secured', 'votes', 'party', '’', 'candidates', 'supported', 'party', 'ways']",1
"['perhaps', 'importantly', 'election', '-', 'focused', 'organization', 'also', 'sought', 'maintain', 'power', 'creating', 'broader', 'coalition', 'thereby', 'expanding', 'range', 'issues', 'upon', 'party', 'constructed', 'sean', 'wilentz']",0
"['roosevelt', 'attempted', 'form', 'third', 'party', 'known', 'progressive', 'party', 'alternative', 'business', '-', 'minded', 'republicans']",0
"['progressives', 'sought', 'correct', 'many', 'problems', 'arisen', 'united', 'states', 'transformed', 'rural', 'agricultural', 'nation', 'increasingly', 'urbanized', 'industrialized', 'country', 'dominated', 'big', 'business', 'interests']",1
"['april', '15', '“', 'tax', 'day', '”', '2010', 'members', 'tea', 'party', 'movement', 'rallied', 'minnesota', 'state', 'capitol', 'st', 'paul', 'favor', 'smaller', 'government', 'affordable', 'care', 'act', 'left']",0
"['two', 'years', 'later', 'supporters', 'law', 'right', 'demonstrated', 'front', 'us', 'supreme', 'court', 'oral', 'arguments', 'national', 'federation', 'independent', 'business', 'v', 'sebelius', 'court', 'eventually', 'upheld', 'provisions', 'law']",0
"['credit', 'left', 'modification', 'work', '“', 'fibonacci', 'blue', '”', '/flickr', 'credit', 'right', 'modification', 'work', 'ladawna', 'howard']",0
"['formally', 'lobbyist', 'someone', 'represents', 'interest', 'organization', 'government', 'usually', 'compensated', 'required', 'register', 'government', 'lobbies', 'whether', 'state', 'federal']",1
"['lobbyist', '’', 'primary', 'goal', 'usually', 'influence', 'policy']",0
"['“', 'interest', 'groups', 'states', '”', 'politics', 'american', 'states']",0
"['washington', 'dc', 'cq', 'press', '105–131']",0
"['first', 'interest', 'groups', 'may', 'take', 'form', 'membership', 'organizations', 'individuals', 'join', 'voluntarily', 'usually', 'pay', 'dues']",1
"['membership', 'groups', 'often', 'consist', 'people', 'common', 'issues', 'concerns', 'want', 'others', 'share', 'views']",0
"['interest', 'groups', 'also', 'include', 'associations', 'typically', 'groups', 'institutions', 'join', 'others', 'often', 'within', 'trade', 'industry', 'trade', 'associations', 'similar', 'concerns']",0
"['american', 'beverage', 'associationhttp', '//wwwameribevorg/', 'march', '1', '2016']",0
"['includes', 'coca', '-', 'cola', 'red', 'bull', 'north', 'america', 'rockstar', 'kraft', 'foods']",0
"['influencing', 'policy', 'primary', 'goal', 'interest', 'groups', 'also', 'monitor', 'government', 'activity', 'serve', 'means', 'political', 'participation', 'members', 'provide', 'information', 'public', 'lawmakers']",0
"['according', 'national', 'conference', 'state', 'legislatures', 'november', '2015', 'thirty', '-', 'six', 'states', 'laws', 'requiring', 'voters', 'provide', 'identification', 'pollshttp', '//wwwncslorg/research/elections-and-campaigns/voter-idaspx', 'november', '78', '2015']",0
"['civil', 'rights', 'group', 'like', 'national', 'association', 'advancement', 'colored', 'people', 'naacp', 'keep', 'track', 'proposed', 'voter', '-', 'identification', 'bills', 'state', 'legislatures', 'might', 'effect', 'voting', 'rights']",0
"['organization', 'contact', 'lawmakers', 'voice', 'approval', 'disapproval', 'proposed', 'legislation', 'inside', 'lobbying', 'encourage', 'group', 'members', 'take', 'action', 'either', 'donating', 'money', 'contacting', 'lawmakers', 'proposed', 'bill', 'outside', 'lobbying']",0
"['hand', 'public', 'interest', 'groups', 'attempt', 'promote', 'public', 'collective', 'goods']",0
"['collective', 'goods', 'benefits', '—', 'tangible', 'intangible', '—', 'help', 'citizens']",1
"['goods', 'often', 'produced', 'collectively', 'may', 'profitable', 'everyone', 'may', 'agree', 'public', 'goods', 'best', 'society', 'often', 'underfunded', 'thus', 'underproduced', 'unless', 'government', 'involvement']",0
"['group', 'leaders', 'also', 'play', 'important', 'role', 'overcoming', 'collective', 'action', 'problems']",0
"['instance', 'political', 'scientist', 'robert', 'salisbury', 'suggests', 'group', 'leaders', 'offer', 'incentives', 'induce', 'activity', 'among', 'individuals', 'robert', 'salisbury', '“', 'exchange', 'theory', 'interest', 'groups', '”', 'midwest', 'journal', 'political', 'science', '13', '1969', '1–32', 'peter', 'b', 'clark', 'james', 'q', 'wilson', '“', 'incentive', 'systems', 'theory', 'organizations', '”', 'administration', 'science', 'quarterly', '6', '1961', '129–166']",0
"['offer', 'material', 'incentives', 'tangible', 'benefits', 'joining', 'group']",1
"['aarp', 'example', 'offers', 'discounts', 'hotel', 'accommodations', 'insurance', 'rates', 'members', 'dues', 'low', 'actually', 'save', 'money', 'joining']",0
"['rather', 'single', 'disturbance', 'debate', 'immigration', 'policy', 'ebbed', 'flowed', 'recent', 'years', 'creating', 'might', 'best', 'described', 'series', 'minor', 'disturbances']",0
"['presidential', 'candidacy', 'donald', 'trump', 'made', 'controversial', 'statements', 'immigrants', 'many', 'rallied', 'jenna', 'johnson', '“', 'immigration', 'continues', 'donald', 'trump', '’', 'rallying', 'issue', '”', 'washington', 'post', '22', 'october', '2015', 'https', '//wwwwashingtonpostcom/news/post-politics/wp/2015/10/22/immigration-continues-to-be-donald-trumps-rallying-issue/protestors', 'take', 'streets', 'different', 'sides', 'immigration', 'issue']",0
"['argue', 'united', 'states', 'nation', 'immigrants', 'whereas', 'others', 'demonstrate', 'support', 'greater', 'restrictions', 'immigration']",0
"['joining', 'interest', 'groups', 'help', 'facilitate', 'civic', 'engagement', 'allows', 'people', 'feel', 'connected', 'political', 'social', 'community']",0
"['interest', 'groups', 'develop', 'grassroots', 'movements', 'often', 'begin', 'bottom', 'among', 'small', 'number', 'people', 'local', 'level']",1
"['interest', 'groups', 'amplify', 'voices', 'individuals', 'proper', 'organization', 'allow', 'participate', 'ways', 'would', 'less', 'effective', 'even', 'impossible', 'alone', 'small', 'numbers']",0
"['hand', 'stem', 'cell', 'research', 'highly', 'salient', 'members', 'american', 'neurological', 'association', 'interest', 'organization', 'represents', 'academic', 'neurologists', 'neuroscientists']",0
"['accordingly', 'different', 'interests', 'represent', 'specialized', 'needs', 'different', 'specialties', 'within', 'medical', 'community', 'fragmentation', 'occur', 'large', 'interest', 'like', 'diverging', 'needs']",0
"['also', 'case', 'several', 'unions', 'split', 'afl', '-', 'cio', 'american', 'federation', 'labor', '-', 'congress', 'industrial', 'organizations', 'nation', '’', 'largest', 'federation', 'unions', '2005thomas', 'hrebenar', '“', 'interest', 'groups', 'states', '”', '1991', '1996', '1999', '2004', 'thomas', 'hrebenar', '“', 'nationalization', 'interest', 'groups', 'lobbying', 'states', '”', 'improved', 'technology', 'development', 'social', 'media', 'made', 'easier', 'smaller', 'groups', 'form', 'attract', 'communicate', 'members']",0
"['however', 'scholars', 'accept', 'premise', 'mobilization', 'natural', 'groups', 'potential', 'access', 'decision', '-', 'makers']",0
"['elite', 'critique', 'suggests', 'certain', 'interests', 'typically', 'businesses', 'wealthy', 'advantaged', 'policies', 'often', 'reflect', 'wishes', 'anyone', 'else', '’']",1
"['political', 'scientist', 'e', 'e', 'schattschneider', 'noted', '“', 'flaw', 'pluralist', 'heaven', 'heavenly', 'chorus', 'sings', 'strong', 'upperclass', 'accent', '”', 'e']",0
"['e', 'schattschneider']",0
"['scholars', 'agree', 'interests', 'advantages', 'others', 'questioned', 'overwhelming', 'dominance', 'certain', 'interests']",0
"['additionally', 'neopluralist', 'scholars', 'argue', 'certainly', 'interests', 'privileged', 'position', 'interests', 'always', 'get', 'want', 'virginia', 'gray', 'david', 'lowery']",0
['6569'],0
"['buckley', 'v', 'valeo', '1976', 'supreme', 'court', 'upheld', 'congress', '’', 'right', 'regulate', 'elections', 'restricting', 'contributions', 'campaigns', 'candidates']",1
"['however', 'time', 'overturned', 'restrictions', 'expenditures', 'candidates', 'families', 'well', 'total', 'expenditures', 'campaigns', 'buckley', 'v', 'valeo', '75', '-', '436', '424', 'us', '1', '1976']",0
"['1979', 'exemption', 'granted', 'get', '-', '-', 'vote', 'grassroots', 'voter', 'registration', 'drives', 'creating', 'become', 'known', 'soft', '-', 'money', 'loophole', 'soft', 'money', 'way', 'interests', 'could', 'spend', 'money', 'behalf', 'candidates', 'without', 'restricted', 'federal', 'law']",1
"['continued', 'argue', 'campaign', 'expenditures', 'form', 'speech', 'position', 'two', 'recent', 'supreme', 'court', 'decisions', 'consistent']",0
"['citizens', 'united', 'v', 'federal', 'election', 'commissioncitizens', 'united', 'v', 'federal', 'election', 'commission', '08', '-', '205', '558', 'us', '310', '2010']",0
"['mccutcheon', 'v', 'federal', 'election', 'commissionmccutcheon', 'v', 'federal', 'election', 'commission', '12', '-', '536', '572', 'us', '_', '_', '_', '2014']",0
"['cases', 'opened', 'door', 'substantially', 'greater', 'flow', 'money', 'elections']",0
"['citizens', 'united', 'overturned', 'soft', 'money', 'ban', 'bipartisan', 'campaign', 'reform', 'act', 'allowed', 'corporations', 'unions', 'spend', 'unlimited', 'amounts', 'money', 'elections']",1
"['supreme', 'court', 'paved', 'way', 'increased', 'spending', 'politics', 'lobbying', 'still', 'regulated', 'many', 'ways', 'adam', 'j', 'newmark', '“', 'measuring', 'state', 'legislative', 'lobbying', 'regulation', '1990–2003', '”', 'state', 'politics', 'policy', 'quarterly', '5', '2005', '182–191', 'nownes', 'newmark', '“', 'interest', 'groups', 'states', '”', '1995', 'lobbying', 'disclosure', 'act', 'defined', 'lobby', 'requires', 'lobbyists', 'interest', 'groups', 'register', 'federal', 'government', 'nownes', 'interest', 'groups', 'american', 'politics']",0
"['honest', 'leadership', 'open', 'government', 'act', '2007', 'increased', 'restrictions', 'lobbying']",0
"['example', 'act', 'prohibited', 'contact', 'members', 'congress', 'lobbyists', 'spouses', 'congress', 'members']",0
"['states', 'deep', 'debt', 'printing', 'increasingly', 'worthless', 'paper', 'currency', 'many', 'mired', 'interstate', 'trade', 'battles', 'western', 'massachusetts', 'small', 'group', 'revolutionary', 'war', 'veterans', 'angry', 'prospect', 'losing', 'farms', 'broke', 'armed', 'open', 'revolt', 'state', 'came', 'known', 'shays', '’', 'rebellion']",1
"['conclusion', 'many', 'reached', 'articles', 'confederation', 'simply', 'strong', 'enough', 'keep', 'young', 'republic', 'together']",0
"['spring', '1787', 'convention', 'called', 'delegates', 'states', 'except', 'rhode', 'island', 'boycotted', 'convention', 'sent', 'philadelphia', 'hammer', 'solution', 'central', 'problem']",0
"['storm', 'debate', 'allocate', 'power', 'large', 'small', 'states', 'eventually', 'calmed', 'third', 'proposal']",0
"['connecticut', 'compromise', 'also', 'called', 'great', 'compromise', 'proposed', 'bicameral', 'congress', 'members', 'apportioned', 'differently', 'house']",1
"['upper', 'house', 'senate', 'two', 'members', 'state']",0
"['congressional', 'apportionment', 'today', 'achieved', 'equal', 'proportions', 'method', 'uses', 'mathematical', 'formula', 'allocate', 'seats', 'based', 'us', 'census', 'bureau', 'population', 'data', 'gathered', 'every', 'ten', 'years', 'required', 'constitution']",1
"['close', 'first', 'us', 'congress', '1791', 'sixty', '-', 'five', 'representatives', 'representing', 'approximately', 'thirty', 'thousand', 'citizens']",0
"['strangely', 'drawn', 'districts', 'succeeded', 'stated', 'goals', 'nearly', 'quintupling', 'number', 'african', 'american', 'representatives', 'congress', 'two', 'decades', 'frustrated', 'others', 'claim', 'merely', 'new', 'form', 'old', 'practice', 'gerrymandering']",0
"['gerrymandering', 'manipulation', 'legislative', 'district', 'boundaries', 'way', 'favoring', 'particular', 'candidate']",1
"['implied', 'power', 'one', 'specifically', 'detailed', 'constitution', 'inferred', 'necessary', 'achieve', 'objectives', 'national', 'government']",1
"['inherent', 'power', 'enumerated', 'implied', 'must', 'assumed', 'exist', 'direct', 'result', 'country', '’', 'existence']",1
"['section', 'learn', 'type', 'power', 'foundations', 'legitimacy', 'claim']",0
"['united', 'states', 'v', 'lopez', 'decision', 'issued', '1995', 'court', 'changed', 'course', 'first', 'time', 'half', 'century', 'struck', 'law', 'unconstitutional', 'overstepping', 'commerce', 'clause', 'united', 'states', 'v', 'lopez', '514', 'us', '549', '1995']",0
"['five', 'years', 'later', 'court', 'convincing', 'many', 'country', 'may', 'witnessing', 'beginning', 'rollback', 'congress', '’', 'power', 'regulate', 'states']",0
"['patient', 'protection', 'affordable', 'care', 'act', 'also', 'known', 'aca', 'obamacare', 'came', 'supreme', 'court', '2012', 'many', 'believed', 'court', 'would', 'strike']",0
"['presidents', 'sought', 'increase', 'power', 'almost', 'beginning', 'typically', 'expense', 'congress']",0
"['nature', 'enumerated', 'powers', 'provided', 'president', 'wartime', 'chief', 'executive', 'powerful', 'congress', 'least', 'powerful']",0
"['example', 'president', 'abraham', 'lincoln', 'oversaw', 'prosecution', 'civil', 'war', 'stretched', 'bounds', 'legal', 'authority', 'number', 'ways', 'issuing', 'emancipation', 'proclamation', 'freed', 'slaves', 'confederate', 'states', '“', 'abraham', 'lincoln', 'impact', 'legacy', '”', 'http', '//millercenterorg\xad/president/biography/lincoln-impact-and-legacy', 'may', '24', '2016']",0
"['following', 'twin', 'scandals', 'vietnam', 'watergate', 'early', '1970s', 'congress', 'attempted', 'assert', 'coequal', 'branch', 'even', 'creating', 'foreign', 'policy', 'could', 'hold', 'back', 'trend']",0
"['war', 'powers', 'resolution', 'covered', 'foreign', 'policy', 'chapter', 'intended', 'strengthen', 'congressional', 'war', 'powers', 'ended', 'clarifying', 'presidential', 'authority', 'first', 'sixty', 'days', 'military', 'conflict']",0
"['war', 'terrorism', '9/11', 'also', 'strengthened', 'president', '’', 'hand']",0
"['another', 'important', 'reform', 'occurred', '2002', 'senators', 'john', 'mccain', 'r', '-', 'az', 'russell', 'feingold', '-', 'wi', 'drafted', 'congress', 'passed', 'bipartisan', 'campaign', 'reform', 'act', 'bcra', 'also', 'referred', 'mccain', '-', 'feingold', 'act']",0
"['purpose', 'law', 'limit', 'use', '“', 'soft', 'money', '”', 'raised', 'purposes', 'like', 'party', '-', 'building', 'efforts', 'get', '-', '-', '-', 'vote', 'efforts', 'issue', '-', 'advocacy', 'ads']",1
"['wake', 'citizens', 'united', 'decision', 'new', 'type', 'advocacy', 'group', 'emerged', 'super', 'pac']",0
"['traditional', 'pac', 'organization', 'designed', 'raise', 'hard', 'money', 'elect', 'defeat', 'candidates']",1
"['pacs', 'tended', 'run', 'businesses', 'groups', 'like', 'teamsters', 'union', 'national', 'rifle', 'association', 'support', 'special', 'interests']",0
"['despite', 'power', 'conferences', 'however', 'important', 'leadership', 'position', 'house', 'actually', 'elected', 'entire', 'body', 'representatives']",0
"['position', 'called', 'speaker', 'house', 'house', 'officer', 'mentioned', 'constitution']",0
